Program Link,Program Name,Website,Name,ACGME Program Code,Program Director,PD Gender,Program Coordinator,PGY1,PGY2,PGY3,Region,Institutional Setting,Participates in ERAS,Program has Osteopathic Recognition,# of Residents Who Were Graduates of a Joint MD-PhD program,Categorical Positions,Categorical Positions Filled,Advanced Positions Offered,Advanced Positions Filled,# of Applicants:,II Rate,Interviews,Total Spots,Post II Odds,Spots/Apps,Alpha Omega Alpha (AOA),Gold Humanism Honor Society (GHHS),Sigma Sigma Phi (SSP)
/Program/GetById/235,Prime West Consortium/Newport Beach Program,https://westernderm.com,Prime West Consortium/Newport Beach Program,800500145.0,Navid Nami,M,Kristina Garcia,1.0,1.0,1.0,Pacific,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,1,1,133.0,9,12,1.0,0.08333333333,0.007518796992,–,–,–
/Program/GetById/239,Rush University Medical Center Program,https://www.rushu.rush.edu/rush-medical-college/departments/department-dermatology,Rush University Medical Center Program,801611032.0,David Reid,M,Lynn Thompson,3.0,2.0,2.0,East North Central,University Hospital,Yes,No,–,–,# of Positions Filled:,2,2,663.0,5.3,35,2.0,0.05714285714,0.003016591252,0.4,0.1,0
/Program/GetById/171,Rutgers Health/Robert Wood Johnson Medical School Program,http://rwjms.rutgers.edu/departments_institutes/dermatology/residency/index.html,Rutgers Health/Robert Wood Johnson Medical School Program,803331128.0,Cindy Wassef,F,Aida Cardona,2.0,2.0,2.0,Middle Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,2,2,614.0,0,0,2.0,#DIV/0!,0.00325732899,0.1,0,0
/Program/GetById/184,Samaritan Health Services - Corvallis Program,http://www.silverfallsderm.net,Samaritan Health Services - Corvallis Program,804000076.0,Jacques Casparian,M,Zoia Martushev,2.0,3.0,2.0,Pacific,Community Hospital,Yes,No,–,–,# of Positions Filled:,2,2,409.0,4.9,20,2.0,0.1,0.00488997555,–,–,–
/Program/GetById/285,San Antonio Uniformed Services Health Education Consortium Program,https://bamc.tricare.mil/About-Us/SAUSHEC/Residency-Information/Dermatology,San Antonio Uniformed Services Health Education Consortium Program,804821121.0,Christopher Edens,M,Teresa Fite,6.0,4.0,6.0,West South Central,Not Available,–,No,–,–,# of Positions Filled:,–,# of Positions Filled:,0.0,–,#VALUE!,,#VALUE!,#DIV/0!,–,–,–
/Program/GetById/301,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH Program,http://www.jefferson.edu/university/skmc/departments/dermatology.html,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH Program,804111079.0,Matthew Keller,M,Doreen Barel,4.0,6.0,4.0,Middle Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,665.0,4.8,32,4.0,0.125,0.006015037594,0.32,0.18,0
/Program/GetById/189,Southern Illinois University Program,https://www.siumed.edu/im/dermatology,Southern Illinois University Program,801621118.0,Adam Berry,M,Pamela Larson,3.0,3.0,3.0,East North Central,University Hospital,Yes,No,–,3,3,–,# of Positions Filled:,506.0,7.9,40,3.0,0.075,0.005928853755,0.4,0.07,0
/Program/GetById/269,St Barnabas Hospital Program,http://www.sbhny.org/healthcare-professionals/residency-programs/dermatology-residency-program/,St Barnabas Hospital Program,803500129.0,Cindy Hoffman,F,Tiffany Morris,1.0,1.0,1.0,Middle Atlantic,Community Hospital,Yes,Yes,–,–,# of Positions Filled:,1,1,308.0,0,0,1.0,#DIV/0!,0.003246753247,–,–,–
/Program/GetById/255,St John's Episcopal Hospital-South Shore Program,–,St John's Episcopal Hospital-South Shore Program,803500128.0,Suzanne Sirota Rozenberg,F,Amber Johnson,3.0,3.0,3.0,Middle Atlantic,Community Hospital,Yes,No,–,–,# of Positions Filled:,–,# of Positions Filled:,48.0,52.1,25,,0,0,–,–,–
/Program/GetById/201,St Louis University School of Medicine Program,https://www.slu.edu/medicine/dermatology/,St Louis University School of Medicine Program,802821116.0,Nicole Burkemper,F,Joey Weissmann,4.0,4.0,4.0,West North Central,University Hospital,Yes,No,–,–,# of Positions Filled:,6,5,616.0,6.5,40,6.0,0.15,0.00974025974,0.38,0.05,0.05
/Program/GetById/251,St Luke’s Hospital – Anderson Campus Program,http://gme.slhn.org,St Luke’s Hospital – Anderson Campus Program,804100107.0,Andrew Krakowski,M,Deanna Kuhn,2.0,2.0,2.0,Middle Atlantic,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,2,2,478.0,10.9,52,2.0,0.03846153846,0.004184100418,–,–,–
/Program/GetById/200,Still OPTI Program,http://www.nermc.com/dermatology-residency,Still OPTI Program,802800117.0,David Cleaver,M,Pamela Korff,2.0,2.0,2.0,West North Central,Affiliated Hospital,Yes,Yes,–,–,# of Positions Filled:,2,2,189.0,13.2,25,2.0,0.08,0.01058201058,–,–,–
/Program/GetById/286,Stony Brook Medicine/University Hospital Program,https://www.stonybrookmedicine.edu/patientcare/Dermatology,Stony Brook Medicine/University Hospital Program,803521113.0,Jordan Slutsky,M,Blair Bohnhorst,3.0,3.0,3.0,Middle Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,3,3,605.0,10.9,66,3.0,0.04545454545,0.004958677686,0.67,0.2,0
/Program/GetById/228,SUNY Downstate Health Sciences University Program,http://www.downstate.edu,SUNY Downstate Health Sciences University Program,803521065.0,Sharon Glick,F,Nancy Mingoia,8.0,8.0,8.0,Middle Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,8,8,648.0,6.9,45,8.0,0.1777777778,0.01234567901,0.4,0.1,0
/Program/GetById/207,Temple University Hospital Program,http://temple.edu/medicine/departments_centers/clinical_departments/dermatology.htm,Temple University Hospital Program,804100104.0,Sylvia Hsu,F,Emily Caldarelli,3.0,3.0,3.0,Middle Atlantic,University Hospital,Yes,No,1,–,# of Positions Filled:,3,3,667.0,4.5,30,3.0,0.1,0.004497751124,0.57,0.07,0
/Program/GetById/204,Texas A&M College of Medicine-Scott and White Medical Center (Temple) Program,https://www.bswhealth.med/education/Pages/gme/temple/dermatology-residency.aspx,Texas A&M College of Medicine-Scott and White Medical Center (Temple) Program,804821133.0,Palak Parekh,F,Lacey Pitt,4.0,3.0,4.0,West South Central,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,4,4,509.0,7.9,40,4.0,0.1,0.007858546169,0.5,0.25,0
/Program/GetById/280,Texas Tech University Health Sciences Center at Lubbock Program,http://www.ttuhsc.edu,Texas Tech University Health Sciences Center at Lubbock Program,804821105.0,Cloyce Stetson,M,Irma Garza,3.0,3.0,4.0,West South Central,University Hospital,Yes,No,1,–,# of Positions Filled:,3,3,488.0,6.1,30,3.0,0.1,0.006147540984,0.67,0.2,0.13
/Program/GetById/222,The MetroHealth System/Case Western Reserve University Program,https://gme.metrohealth.org/dermatology-residency,The MetroHealth System/Case Western Reserve University Program,803831143.0,Harry Winfield,M,Katherine DiSano,2.0,2.0,3.0,East North Central,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,3,3,629.0,7.6,48,3.0,0.0625,0.004769475358,0.54,0.08,0
/Program/GetById/263,Trinity Health Livingston Hospital Program,http://www.stjoeshealth.org/gme-dermatology,Trinity Health Livingston Hospital Program,802500143.0,Marsha Henderson,F,Lindsay Zasada,5.0,4.0,4.0,East North Central,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,4,4,407.0,4.9,20,4.0,0.2,0.009828009828,0,0.14,0.62
/Program/GetById/291,Tufts Medical Center Program,http://www.tuftsmedicalcenter.org/OurServices/Dermatology/default,Tufts Medical Center Program,802421141.0,Sarah Robinson,F,Theodore Sullivan,3.0,4.0,4.0,New England,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,720.0,5.8,42,4.0,0.09523809524,0.005555555556,0.38,0.19,0
/Program/GetById/232,Tulane University Program,http://tulane.edu/som/departments/dermatology,Tulane University Program,802121108.0,Andrea Murina,F,Elizabeth Duquesne,4.0,4.0,4.0,West South Central,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,650.0,8.5,55,4.0,0.07272727273,0.006153846154,0.45,0.1,0
/Program/GetById/302,UCLA David Geffen School of Medicine/UCLA Medical Center Program,http://www.derm.med.ucla.edu/,UCLA David Geffen School of Medicine/UCLA Medical Center Program,800521017.0,Marcia Hogeling,F,Jodi Friedman,5.0,5.0,5.0,Pacific,University Hospital,Yes,No,2,–,# of Positions Filled:,5,5,882.0,4.1,36,5.0,0.1388888889,0.00566893424,0.29,0.04,0
/Program/GetById/277,UMass Chan Medical School Program,http://umassmed.edu/dermatology,UMass Chan Medical School Program,802421114.0,Patrick Mulvaney,M,Esmeralda Valois,4.0,4.0,3.0,New England,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,648.0,0,0,4.0,#DIV/0!,0.006172839506,0.44,0.17,0
/Program/GetById/243,University of Alabama Medical Center Program,https://www.uab.edu/medicine/dermatology/,University of Alabama Medical Center Program,800121010.0,Lauren Kole,F,Ashley Foster,5.0,6.0,5.0,East South Central,University Hospital,Yes,No,–,–,# of Positions Filled:,7,7,591.0,6.8,40,7.0,0.175,0.01184433164,0.45,0.1,0
/Program/GetById/230,University of Arizona College of Medicine-Tucson Program,https://deptmedicine.arizona.edu/divisions/dermatology/,University of Arizona College of Medicine-Tucson Program,800321145.0,Jeffrey Krase,M,Sara Rojas,2.0,4.0,3.0,Mountain,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,4,4,631.0,5.7,36,4.0,0.1111111111,0.006339144216,0.5,0.13,0
/Program/GetById/267,University of Arkansas for Medical Sciences (UAMS) College of Medicine Program,http://www.uams.edu/dermatology,University of Arkansas for Medical Sciences (UAMS) College of Medicine Program,800421013.0,Thomas Jennings,M,Sharonda Smith,3.0,3.0,3.0,West South Central,University Hospital,Yes,No,–,3,3,–,# of Positions Filled:,409.0,9.5,39,3.0,0.07692307692,0.007334963325,0.33,0.07,0.07
/Program/GetById/192,University of California (Irvine) Program,http://www.dermatology.uci.edu,University of California (Irvine) Program,800521014.0,Bonnie Lee,F,Terena Wells,5.0,5.0,5.0,Pacific,University Hospital,Yes,No,2,–,# of Positions Filled:,5,5,589.0,6.8,40,5.0,0.125,0.008488964346,0.32,0.2,0
/Program/GetById/242,University of California (San Diego) Medical Center Program,http://dermatology.ucsd.edu/,University of California (San Diego) Medical Center Program,800521018.0,Taraneh Paravar,F,Erica Lupien,5.0,5.0,5.0,Pacific,University Hospital,Yes,No,8,–,# of Positions Filled:,5,5,615.0,6.8,42,5.0,0.119047619,0.008130081301,0.28,0.12,0
/Program/GetById/221,University of California Davis Health Program,http://www.ucdmc.ucdavis.edu/dermatology,University of California Davis Health Program,800521101.0,Barbara Burrall,F,Christina Roland,5.0,5.0,5.0,Pacific,University Hospital,Yes,No,–,–,# of Positions Filled:,5,5,595.0,7.6,45,5.0,0.1111111111,0.008403361345,0.44,0.12,0
/Program/GetById/265,University of Central Florida/HCA Florida Healthcare (Tallahassee) Program,–,University of Central Florida/HCA Florida Healthcare (Tallahassee) Program,801100001.0,Stephen Richardson,M,Meg Beerse,2.0,0.0,0.0,South Atlantic,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,2,2,188.0,21.3,40,2.0,0.05,0.01063829787,–,–,–
/Program/GetById/194,University of Chicago Program,http://medicine.uchicago.edu/derm/res_welcome.html,University of Chicago Program,801611033.0,Adena Rosenblatt,F,Nicole Teran,4.0,3.0,3.0,East North Central,University Hospital,Yes,No,–,–,# of Positions Filled:,3,3,720.0,6.3,45,3.0,0.06666666667,0.004166666667,0.25,0.13,0
/Program/GetById/260,University of Cincinnati Medical Center/College of Medicine Program,http://www.med.uc.edu/dermatology,University of Cincinnati Medical Center/College of Medicine Program,803821068.0,Alan Fleischer,M,Joan Griggs,3.0,3.0,4.0,East North Central,University Hospital,Yes,No,–,–,# of Positions Filled:,3,3,662.0,7.7,51,3.0,0.05882352941,0.004531722054,0.29,0.35,0.06
/Program/GetById/168,University of Colorado Program,http://medschool.ucdenver.edu/derm,University of Colorado Program,800721022.0,Cheryl Armstrong,F,Julie Clarke,6.0,6.0,6.0,Mountain,University Hospital,Yes,No,2,–,# of Positions Filled:,5,5,714.0,8.4,60,5.0,0.08333333333,0.00700280112,0.52,0.07,0
/Program/GetById/195,University of Connecticut Program,http://www.uchc.edu/md/derm/index.htm,University of Connecticut Program,800831138.0,Steven Sloan,M,Christina Iwanik,4.0,3.0,3.0,New England,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,634.0,7.9,50,4.0,0.08,0.006309148265,0.24,0.18,0
/Program/GetById/240,University of Florida Program,https://dermatology.med.ufl.edu/,University of Florida Program,801121115.0,Kiran Motaparthi,M,Megan McCann,4.0,4.0,4.0,South Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,681.0,7.3,50,4.0,0.08,0.005873715125,0.4,0.15,0
/Program/GetById/196,University of Illinois College of Medicine at Chicago Program,http://www.uic.edu/depts/mcde,University of Illinois College of Medicine at Chicago Program,801621034.0,Michelle Bain,F,Barbara Balleza,4.0,4.0,4.0,East North Central,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,695.0,9.6,67,4.0,0.05970149254,0.005755395683,0.4,0.1,0
/Program/GetById/197,University of Iowa Hospitals and Clinics Program,https://medicine.uiowa.edu/dermatology/,University of Iowa Hospitals and Clinics Program,801821036.0,John Selby,M,Kathryn Scheer,5.0,5.0,5.0,West North Central,University Hospital,Yes,No,1,–,# of Positions Filled:,5,5,572.0,8.4,48,5.0,0.1041666667,0.008741258741,0.52,0.08,0
/Program/GetById/256,University of Kansas School of Medicine Program,http://www2.kumc.edu/kuderm/,University of Kansas School of Medicine Program,801911037.0,Ting Wang-Weinman,F,Allison Netson Nutter,5.0,5.0,5.0,West North Central,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,5,5,550.0,7.3,40,5.0,0.125,0.009090909091,0.54,0.12,0
/Program/GetById/193,University of Louisville School of Medicine Program,http://www.louisville.edu/medschool/dermatology,University of Louisville School of Medicine Program,802021038.0,Courtney Schadt,F,Laura Hollifield,2.0,2.0,2.0,East South Central,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,2,2,540.0,3.7,20,2.0,0.1,0.003703703704,0.8,0.2,0
/Program/GetById/225,University of Maryland Program,http://www.medschool.umaryland.edu/dermatology/,University of Maryland Program,802321041.0,Marcia Driscoll,F,James Evans,3.0,2.0,2.0,South Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,2,2,644.0,3.9,25,2.0,0.08,0.003105590062,0.33,0.17,0
/Program/GetById/287,University of Miami/Jackson Health System Program,http://www.um-jmh.org/chapter.cfm?id=69,University of Miami/Jackson Health System Program,801121026.0,George Elgart,M,Vanessa Araya,8.0,8.0,7.0,South Atlantic,University Hospital,Yes,No,2,–,# of Positions Filled:,9,9,739.0,6.8,50,9.0,0.18,0.01217861976,0.35,0.16,0
/Program/GetById/224,University of Michigan Health System Program,http://www.medicine.umich.edu/dept/dermatology,University of Michigan Health System Program,802531045.0,Yolanda Helfrich,F,Kimberly Desbrough,7.0,9.0,7.0,East North Central,University Hospital,Yes,No,–,–,# of Positions Filled:,9,9,701.0,10.3,72,9.0,0.125,0.01283880171,0.41,0.1,0
/Program/GetById/226,University of Minnesota Program,http://www.dermatology.umn.edu,University of Minnesota Program,802631048.0,Ingrid Polcari,F,Joshua Hill,5.0,4.0,4.0,West North Central,University Hospital,Yes,No,1,–,# of Positions Filled:,4,4,629.0,6.4,40,4.0,0.1,0.006359300477,0.38,0.24,0.05
/Program/GetById/297,University of Mississippi School of Medicine Program,http://www.umc.edu/education/schools/medicine/clinical_science/dermatology/dermatology.aspx,University of Mississippi School of Medicine Program,802700001.0,Nancye McCowan,F,Haidee Montgomery,3.0,5.0,4.0,East South Central,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,475.0,7.8,37,4.0,0.1081081081,0.008421052632,0.56,0.28,0
/Program/GetById/271,University of Missouri-Columbia Program,http://derm.muhealth.org,University of Missouri-Columbia Program,802821050.0,Kari Martin,F,Ali Matheney,4.0,3.0,3.0,West North Central,University Hospital,Yes,No,1,–,# of Positions Filled:,3,3,515.0,7.8,40,3.0,0.075,0.005825242718,0.75,0.06,0
/Program/GetById/174,University of Nebraska Medical Center College of Medicine Program,https://www.unmc.edu/dermatology/,University of Nebraska Medical Center College of Medicine Program,803000001.0,Jennifer Adams,F,Jaida Carley,3.0,3.0,3.0,West North Central,University Hospital,Yes,No,–,–,# of Positions Filled:,3,3,509.0,8.4,43,3.0,0.06976744186,0.005893909627,0.25,0.25,0
/Program/GetById/306,University of New Mexico School of Medicine Program,http://dermatology.unm.edu/,University of New Mexico School of Medicine Program,803400055.0,Emily Altman,F,Kathy Freise,3.0,3.0,3.0,Mountain,University Hospital,Yes,No,–,–,# of Positions Filled:,3,3,565.0,12.7,72,3.0,0.04166666667,0.005309734513,0.15,0.15,0.08
/Program/GetById/169,University of North Carolina Hospitals Program,http://www.med.unc.edu/dermatology,University of North Carolina Hospitals Program,803611066.0,Carolyn Ziemer,F,Cherie Norton,5.0,5.0,4.0,South Atlantic,University Hospital,Yes,No,2,–,# of Positions Filled:,6,6,717.0,5.7,41,6.0,0.1463414634,0.008368200837,0.43,0.14,0
/Program/GetById/190,University of Oklahoma Health Sciences Center Program,https://medicine.ouhsc.edu/Academic-Departments/Dermatology,University of Oklahoma Health Sciences Center Program,803921074.0,Pamela Allen,F,Renee Wall,4.0,4.0,2.0,West South Central,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,503.0,7.8,39,4.0,0.1025641026,0.007952286282,0.47,0.18,0.06
/Program/GetById/183,University of Pennsylvania Health System Program,https://dermatology.upenn.edu/residents/residency-tracks/,University of Pennsylvania Health System Program,804121080.0,Misha Rosenbach,M,Barbara Lang,8.0,6.0,6.0,Middle Atlantic,University Hospital,Yes,No,3,–,# of Positions Filled:,7,7,655.0,10.1,66,7.0,0.1060606061,0.0106870229,0.42,0.24,0
/Program/GetById/202,University of Puerto Rico Program,http://medweb.rcm.upr.edu/gme/residency.html,University of Puerto Rico Program,804221082.0,Rafael Martin,M,areli carrasquillo,2.0,2.0,3.0,South Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,3,3,178.0,6.7,12,3.0,0.25,0.01685393258,0.57,0.07,0
/Program/GetById/5455,University of Rochester Program,http://www.urmc.rochester.edu/derm/residency/index.html,University of Rochester Program,803521102.0,Mary Gail Mercurio,F,Natasha Garcia,5.0,5.0,4.0,Middle Atlantic,University Hospital,Yes,No,2,–,# of Positions Filled:,5,5,607.0,4.9,30,5.0,0.1666666667,0.00823723229,0.35,0.13,0
/Program/GetById/284,University of South Florida Morsani Program,https://health.usf.edu/medicine/dermatology/residency,University of South Florida Morsani Program,801121096.0,Basil Cherpelis,M,Ashley Sanford,4.0,4.0,4.0,South Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,642.0,5.8,37,4.0,0.1081081081,0.006230529595,0.55,0.2,0
/Program/GetById/298,University of Southern California/LAC+USC Medical Center Program,https://keck.usc.edu/dermatology/,University of Southern California/LAC+USC Medical Center Program,800511015.0,Ashley Crew,F,Brenda Cornejo,4.0,4.0,4.0,Pacific,Affiliated Hospital,Yes,No,–,–,# of Positions Filled:,4,4,591.0,7.4,44,4.0,0.09090909091,0.006768189509,0.65,0.25,0
/Program/GetById/283,University of Tennessee Program,http://www.uthsc.edu/dermatology/,University of Tennessee Program,804721084.0,Allison Jones,F,Erica Franklin,4.0,4.0,4.0,East South Central,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,552.0,9.1,50,4.0,0.08,0.007246376812,0.61,0.17,0
/Program/GetById/5457,University of Texas at Austin Dell Medical School Program,https://dellmed.utexas.edu/education/academics/graduate-medical-education/dermatology-residency,University of Texas at Austin Dell Medical School Program,804812140.0,Ammar Ahmed,M,Rachel Heap,4.0,4.0,4.0,West South Central,University Hospital,Yes,No,–,–,# of Positions Filled:,4,4,674.0,5.3,36,4.0,0.1111111111,0.005934718101,0.25,0.3,0
/Program/GetById/167,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine Program,http://dermatology.uthscsa.edu,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine Program,804822088.0,Sandra Osswald,F,Shannon Lovelace,3.0,3.0,3.0,West South Central,University Hospital,Yes,No,–,–,# of Positions Filled:,3,3,550.0,4.4,24,3.0,0.125,0.005454545455,0.71,0.36,0
/Program/GetById/272,University of Texas Medical Branch Hospitals Program,http://www.utmb.edu/dermatology,University of Texas Medical Branch Hospitals Program,804811086.0,Richard Wagner,M,LaNette Patton,6.0,5.0,5.0,West South Central,University Hospital,Yes,No,–,–,# of Positions Filled:,6,6,530.0,5.7,30,6.0,0.2,0.01132075472,0.5,0.21,0
/Program/GetById/234,University of Texas Southwestern Medical Center Program,http://www.utsouthwestern.edu,University of Texas Southwestern Medical Center Program,804821085.0,Travis Vandergriff,M,Rhoda Bryant,9.0,8.0,7.0,West South Central,University Hospital,Yes,No,6,–,# of Positions Filled:,8,8,632.0,12.5,79,8.0,0.1012658228,0.01265822785,0.72,0.05,0
/Program/GetById/191,University of Utah Health Program,http://medicine.utah.edu/dermatology/index.htm,University of Utah Health Program,804921112.0,Christopher Hull,M,Anna Williams,4.0,4.0,3.0,Mountain,University Hospital,Yes,No,1,1,1,3,3,796.0,5.2,41,4.0,0.09756097561,0.005025125628,0.48,0.19,0
/Program/GetById/296,University of Vermont Medical Center Program,http://med.uvm.edu/medicine/dermatology/home,University of Vermont Medical Center Program,805013129.0,Joseph Pierson,M,Mandy Blair,3.0,2.0,2.0,New England,University Hospital,Yes,No,–,–,# of Positions Filled:,2,2,543.0,3.7,20,2.0,0.1,0.003683241252,–,–,–
/Program/GetById/5456,University of Virginia Medical Center Program,http://www.medicine.virginia.edu/clinical/departments/dermatology,University of Virginia Medical Center Program,805111089.0,Richard Flowers,M,Brenda Harris,4.0,3.0,3.0,South Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,3,3,688.0,3.6,25,3.0,0.12,0.004360465116,0.44,0.13,0
/Program/GetById/172,University of Washington Program,http://depts.washington.edu/dermatol/,University of Washington Program,805431091.0,Markus Boos,M,Stephanie Timm,4.0,5.0,4.0,Pacific,University Hospital,Yes,No,–,–,# of Positions Filled:,5,5,715.0,5.3,38,5.0,0.1315789474,0.006993006993,0.5,0.14,0.05
/Program/GetById/268,University of Wisconsin Hospitals and Clinics Program,http://www.dermatology.wisc.edu,University of Wisconsin Hospitals and Clinics Program,805621093.0,William Aughenbaugh,M,Jennifer Hanser,5.0,5.0,3.0,East North Central,University Hospital,Yes,No,–,–,# of Positions Filled:,5,5,612.0,8.2,50,5.0,0.1,0.008169934641,0.57,0.09,0
/Program/GetById/292,Vanderbilt University Medical Center Program,https://medsites.vumc.org/departmentofdermatology/residency-program,Vanderbilt University Medical Center Program,804721098.0,Anna Dewan,F,Kristina Maynard,5.0,5.0,5.0,East South Central,University Hospital,Yes,No,1,–,# of Positions Filled:,5,5,694.0,7.8,54,5.0,0.09259259259,0.007204610951,0.4,0.24,0
/Program/GetById/247,Virginia Commonwealth University Health System Program,https://dermatology.vcu.edu/education/residency/,Virginia Commonwealth University Health System Program,805121090.0,Kimberly Salkey,F,Talon Lewis,2.0,2.0,2.0,South Atlantic,University Hospital,Yes,No,–,–,# of Positions Filled:,2,2,605.0,6,36,2.0,0.05555555556,0.003305785124,0.4,0.2,0
/Program/GetById/246,Wayne State University School of Medicine Program,–,Wayne State University School of Medicine Program,802513139.0,Steven Daveluy,M,Emma Reaves,4.0,4.0,4.0,East North Central,Affiliated Hospital,Yes,No,1,–,# of Positions Filled:,4,4,579.0,7.4,43,4.0,0.09302325581,0.006908462867,0.4,0.05,0
,,–,,,,,,,,,,,,,,,,,,,,0,,#DIV/0!,#DIV/0!,,,
